,time_histo_el_s,ch0,ch1,ch2,ch3
0,0.0,156,14,10,1
1,2.0,158,16,6,1
2,4.0,197,19,13,0
3,6.0,192,14,8,0
4,8.0,215,20,8,0
5,10.0,189,14,5,0
6,12.0,186,18,9,0
7,14.0,208,18,8,0
8,16.0,181,10,12,0
9,18.0,185,10,10,2
10,20.0,174,17,9,0
11,22.0,205,9,14,0
12,24.0,190,13,13,0
13,26.0,195,12,9,1
14,28.0,170,10,8,0
15,30.0,205,14,7,1
16,32.0,176,12,12,0
17,34.0,185,13,8,0
18,36.0,180,14,9,2
19,38.0,195,22,4,0
20,40.0,182,14,11,0
21,42.0,173,11,12,1
22,44.0,200,21,9,0
23,46.0,176,13,10,0
24,48.0,175,19,14,0
25,50.0,186,14,10,0
26,52.0,185,17,14,0
27,54.0,201,19,12,0
28,56.0,197,22,8,2
29,58.0,201,12,11,0
30,60.0,192,6,9,0
31,62.0,191,16,7,1
32,64.0,217,11,10,0
33,66.0,161,10,8,0
34,68.0,181,15,6,1
35,70.0,202,18,14,0
36,72.0,182,10,9,0
37,74.0,198,11,3,0
38,76.0,202,17,10,0
39,78.0,199,9,12,1
40,80.0,171,15,5,0
41,82.0,169,17,6,0
42,84.0,156,13,7,0
43,86.0,188,12,12,0
44,88.0,196,15,10,0
45,90.0,180,19,9,0
46,92.0,226,14,10,0
47,94.0,193,14,11,1
48,96.0,219,29,9,1
49,98.0,225,16,8,0
50,100.0,166,14,12,0
51,102.0,215,19,3,0
52,104.0,164,11,6,0
53,106.0,170,15,10,1
54,108.0,200,11,13,1
55,110.0,179,15,11,1
56,112.0,203,14,9,1
57,114.0,203,12,16,1
58,116.0,188,20,10,0
59,118.0,191,15,13,1
60,120.0,162,15,12,2
61,122.0,171,16,12,3
62,124.0,202,13,10,0
63,126.0,182,23,5,0
64,128.0,154,14,8,0
65,130.0,207,16,9,0
66,132.0,186,15,11,1
67,134.0,188,16,12,0
68,136.0,204,11,10,1
69,138.0,193,16,8,2
70,140.0,184,16,11,2
71,142.0,181,12,8,0
72,144.0,176,14,8,0
73,146.0,195,18,5,0
74,148.0,168,11,6,0
75,150.0,211,20,9,0
76,152.0,204,15,7,0
77,154.0,183,16,10,0
78,156.0,213,10,11,1
79,158.0,187,22,12,0
80,160.0,180,16,7,0
81,162.0,180,14,11,1
82,164.0,177,14,11,1
83,166.0,174,15,11,0
84,168.0,183,14,12,1
85,170.0,203,13,10,1
86,172.0,210,20,12,1
87,174.0,173,18,4,0
88,176.0,175,12,7,1
89,178.0,175,15,5,0
90,180.0,172,13,13,1
91,182.0,187,15,7,0
92,184.0,181,11,10,0
93,186.0,207,16,23,1
94,188.0,184,12,7,0
95,190.0,177,10,7,0
96,192.0,194,17,7,0
97,194.0,178,20,10,0
98,196.0,185,16,10,0
99,198.0,197,15,3,0
100,200.0,205,12,12,0
101,202.0,206,13,13,1
102,204.0,177,21,9,1
103,206.0,159,15,12,0
104,208.0,207,18,6,0
105,210.0,202,21,9,1
106,212.0,176,14,11,0
107,214.0,183,15,11,0
108,216.0,177,12,7,1
109,218.0,179,17,10,1
110,220.0,179,20,9,0
111,222.0,206,18,9,0
112,224.0,174,16,5,0
113,226.0,206,19,14,0
114,228.0,187,9,18,1
115,230.0,216,19,7,0
116,232.0,186,12,9,0
117,234.0,182,15,10,0
118,236.0,162,12,13,0
119,238.0,174,12,6,1
120,240.0,171,20,13,0
121,242.0,184,15,12,1
122,244.0,199,12,11,0
123,246.0,223,24,12,0
124,248.0,182,16,9,0
125,250.0,205,14,6,0
126,252.0,193,16,10,0
127,254.0,200,20,7,0
128,256.0,189,14,9,0
129,258.0,172,17,11,0
130,260.0,218,15,10,0
131,262.0,215,22,13,0
132,264.0,200,15,12,0
133,266.0,186,14,10,0
134,268.0,188,19,16,0
135,270.0,190,19,12,0
136,272.0,206,19,8,0
137,274.0,174,12,11,1
138,276.0,175,14,14,0
139,278.0,198,18,7,0
140,280.0,182,13,4,0
141,282.0,183,17,17,2
142,284.0,193,20,17,1
143,286.0,175,17,8,0
144,288.0,197,13,8,0
145,290.0,183,13,5,0
146,292.0,190,18,12,0
