,time_histo_el_s,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2
0,0.0,199398,1087,1002,192134,1100,1109,4968,103,106,5067,122,112
1,2.0,188366,956,964,192837,1042,987,4614,92,95,4971,114,75
2,4.0,214634,1107,1079,225972,1394,1354,5456,86,103,5723,97,87
3,6.0,213498,1121,1081,227393,1381,1353,5351,96,103,5844,103,123
4,8.0,212990,1117,1069,233995,1227,1182,5488,104,95,5878,101,104
5,10.0,211962,1115,1112,232498,938,942,5535,105,117,5686,96,103
6,12.0,213687,1214,1116,221555,1012,968,5356,96,108,5884,114,115
7,14.0,214416,1103,1120,225671,976,834,5578,107,110,5800,110,100
8,16.0,213601,1109,1089,215727,1127,1036,5429,107,108,5600,112,110
9,18.0,213169,1156,1141,202609,1301,1321,5200,92,103,5418,109,133
10,20.0,216650,1043,1192,201626,1497,1379,5372,103,116,5531,107,124
11,22.0,222075,1154,1122,214936,1436,1367,5538,105,117,5841,97,128
12,24.0,222010,1076,1103,238460,878,907,5878,98,100,5947,114,126
13,26.0,220535,1179,1122,244479,951,891,5758,118,102,6199,108,109
14,28.0,219818,1126,1074,235196,1334,1249,5794,106,95,6022,111,118
15,30.0,218171,1159,1118,233091,1647,1608,5693,114,130,5911,114,124
16,32.0,217671,1151,1120,230047,1636,1573,5421,101,113,5818,121,112
17,34.0,216547,1157,1105,222735,1625,1500,5599,116,117,5819,121,137
18,36.0,215983,1167,1147,213568,1727,1712,5373,118,111,5694,112,107
19,38.0,215381,1151,1102,198485,2040,2016,5283,109,115,5533,110,111
20,41.0,217008,1112,1095,191916,2329,2293,5095,114,116,5430,112,137
21,42.0,217233,1065,1106,213181,1432,1338,5373,100,114,5593,113,99
22,45.0,217475,1105,1093,229822,935,903,5539,93,95,5713,102,113
23,47.0,218009,1089,1101,224747,960,943,5542,99,100,5868,112,111
24,49.0,217987,1107,1080,210211,1128,1150,5324,107,114,5669,105,123
25,51.0,218339,1039,1057,220512,873,823,5359,91,102,5875,97,94
26,53.0,218737,1185,1140,224896,702,711,5464,104,104,5854,116,107
27,55.0,216748,1020,1113,229335,815,808,5420,89,115,5795,105,106
28,57.0,212304,1152,1142,222120,915,909,5364,101,116,5696,105,116
29,59.0,211100,1169,1145,205485,1319,1324,5392,124,108,5499,119,118
30,61.0,212668,1242,1195,194002,1554,1545,5124,98,98,5354,126,127
31,63.0,213596,1117,1062,191896,1569,1451,5187,107,126,5287,109,126
32,65.0,216375,1122,1085,195130,1439,1462,5207,112,100,5342,122,123
33,67.0,216511,1144,1124,200241,1386,1399,5331,125,117,5433,132,122
34,69.0,216814,1191,1114,190972,1628,1515,5107,88,118,5373,110,103
35,71.0,220709,1174,1157,173430,2325,2260,5183,146,124,5388,132,109
36,73.0,217026,1092,1072,174343,2147,2209,4920,101,137,5219,119,120
37,75.0,214721,1153,1138,181836,1847,1828,5051,105,100,5340,138,104
38,77.0,216399,1114,1069,191980,1732,1674,5226,114,113,5423,134,118
39,79.0,217284,1085,1063,206965,1252,1091,5318,123,100,5482,103,115
40,81.0,214673,1122,1194,211655,1013,1011,5279,101,94,5420,120,82
41,83.0,212907,1079,1105,213544,887,864,5218,112,109,5619,105,104
42,85.0,212692,1228,1061,218141,849,837,5435,114,104,5540,121,118
43,87.0,216159,1095,1089,227295,868,775,5532,107,107,5761,108,96
44,89.0,213728,1151,1136,233969,693,745,5714,83,97,5877,97,108
45,91.0,213555,1193,1158,238120,660,660,5527,87,98,5835,108,111
46,93.0,211442,1145,1154,245095,592,573,5676,96,78,5908,115,100
47,95.0,208556,1096,1116,239592,688,633,5583,113,102,5823,114,101
48,97.0,208491,1169,1107,236444,740,718,5509,102,96,5691,110,89
49,99.0,208617,1113,1136,226360,860,794,5377,124,105,5707,122,101
50,101.0,207650,1165,1146,224141,779,762,5467,113,116,5596,130,94
51,103.0,208566,1140,1136,218665,912,882,5262,100,110,5722,117,120
52,105.0,208133,1073,1168,215856,917,841,5354,104,95,5671,102,95
53,107.0,208825,1171,1108,213919,896,828,5347,111,108,5513,109,103
54,109.0,205595,1189,1163,214403,832,810,5200,90,112,5622,114,102
